Text,Sentiment_Score,Sentiment_Label
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,0.94768155,negative
 cool np. It`s got me working on a series of designs.,0.9248697,positive
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,0.7419127,negative
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,0.608476,neutral
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",0.43281922,neutral
Oh it is so sunny.,0.97094506,positive
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,0.6581276,positive
Sunburn is really bad now. Regretting sitting in the sun without suncream now,0.9398374,negative
I feel like I`m on alott of drugs,0.80083317,negative
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,0.8542621,positive
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",0.4666546,negative
my throat hurts  gonna go read and go to bed. text mee!,0.86269855,negative
watching old skool fall out boy vids,0.8650475,neutral
 join the club.,0.6192249,neutral
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,0.55137926,positive
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,0.5191686,neutral
" Ohhh, i really want to see Coraline, it seems really good",0.9882429,positive
why is it so **** cold ??!,0.9506762,negative
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,0.949945,negative
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,0.6189873,negative
 awee!,0.73355806,positive
 You WILL be succesful  Love You!,0.97570485,positive
yeaaaah tangerang in vacation,0.51030916,positive
Yah me too,0.7384593,neutral
I lost 15 dollars. I always lose my money,0.9310212,negative
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",0.49328393,negative
 but it is a good one,0.8789663,positive
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,0.4339676,neutral
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,0.9787203,positive
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",0.8863914,positive
Got approximately 3 hours of sleep last night....I love my life,0.97980094,positive
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,0.93898284,negative
 we have mice in our attic who clog dance,0.6290701,negative
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,0.44644424,neutral
 DUDE. same.  it hurts,0.88013566,negative
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,0.82373667,positive
fall down,0.48394412,neutral
In Study Hall with Brittneyy!!,0.6811376,neutral
_flo well thats not nice... hope ur all good now,0.45709583,negative
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,0.94927734,negative
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,0.99008733,positive
 http://twitpic.com/4jguu - wow that is pretty  x,0.97936195,positive
 that`s great! i was never so good at the jump roping...,0.9410404,positive
 The cast of True Blood was there,0.8811267,neutral
 morning you,0.5378692,neutral
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,0.498469,negative
Working on something exciting... and I cannot tweet about it for several months,0.61276406,positive
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",0.49740174,neutral
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,0.9212077,positive
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,0.8515027,negative
 wat u doin my bad im mixin this song,0.5571556,neutral
 can I help in any way?,0.7905797,neutral
Signing out for the night - have a good Sunday night all,0.94243973,positive
 I just got two tickets one for speeding and one for tinted windows,0.6741669,negative
@ Cleaning the house! going out at 3 to see a soccergame with friends,0.5055899,neutral
And thanks for the gorgeous flowers.,0.97855103,positive
It`s good to be home,0.96261454,positive
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,0.78158146,negative
i need to go out of office again.. i am melting..,0.6391072,negative
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,0.51846,neutral
http://twitpic.com/4wtii - new hair going to greeattt use!,0.67163867,neutral
Test another update... sorry for bothering all of u guys,0.6032938,negative
Calling it a night .... talk to yall tomorrow,0.8779802,neutral
  that sucks,0.9376712,negative
Happy Mothers` Day to my mom and all the mothers in the world,0.9879836,positive
i want to join drama practice today but i can`t,0.70625967,negative
#3breakupwords you have changed,0.6887479,neutral
 oh ok  well im sendin lots of love ****,0.80992895,positive
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",0.9367161,positive
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",0.7655599,neutral
 did she tell you why she hasnt? i miss my boge.,0.5092263,negative
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,0.99337125,positive
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,0.7948996,positive
ok      Love you girls. but work beckons.  Will come back later for #twpp,0.977724,positive
 ... sounds like Jeff has the best job in the world!,0.9785936,positive
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,0.9014702,negative
someone doesn`t feel good...,0.8674785,negative
Good Morning people!!! Have a great day,0.99046296,positive
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,0.7725441,neutral
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,0.950091,negative
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",0.7690628,neutral
 in august with anberlin. they`re not headlining though  and yes there is a perth show,0.74711776,neutral
Got some new clothes  and series one of supernatural on dvd,0.5373808,neutral
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0.7453261,neutral
I love Google`s Mothers day theme  http://tr.im/jtl8,0.98683816,positive
_tha lol  congrats!,0.9797,positive
makin tea an its stressin me out,0.5534716,negative
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",0.9906707,positive
 thats terrible  I enjoy being with you every minute!,0.35078228,negative
 oh jealous. Though you`re missing the fried potato bread,0.57691264,negative
"  How vile are people, they have to remove things that have a value",0.93300587,negative
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,0.77677387,negative
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,0.5363219,neutral
 guess I missed out on more than beer and a good time,0.5936679,negative
watching my favorite tv shows on HULU.com for free,0.9450963,positive
So full from a great lunch and now stuck in traffic,0.4200445,negative
" well, as i mother & grandma i am a bit in a kidding mode",0.7894879,neutral
very very bad headache that is getting worse by the minute not better.,0.98015434,negative
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,0.6859532,negative
 but but it was funny when I wrote it,0.722501,positive
 Thanks. Busy as **** is good in my book.,0.7548313,positive
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,0.8999591,negative
 Thanks. Appreciate it.,0.95514035,positive
Yay my ears match,0.8963367,positive
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,0.9353432,negative
wonders if anyone would care if she died tomorrow,0.56101215,negative
 laundry instead of sitting here. that darn laundry keeps mocking me.,0.91913867,negative
Unstable broadband and electricity taking toll on my mental stability.,0.95376104,negative
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),0.82792604,positive
nice weather..looks like its going to rain here in #Delhi.,0.83278334,positive
My tweetdeck won`t pull up.,0.57118845,negative
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,0.92882955,negative
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,0.93046993,negative
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",0.74616754,neutral
 Oooh you just spoiled my teenage fantasy,0.9524611,negative
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",0.94569683,positive
Yay! I just fixed my blog`s CSS problem that messed up the design,0.3785694,neutral
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",0.4788567,neutral
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,0.55285764,neutral
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,0.56943667,neutral
I`ll be grand....,0.7860785,positive
 I love my mom tooo,0.9856247,positive
i had the best day ever! i missed him. more tomorrow too,0.99173343,positive
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,0.57587785,neutral
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",0.587569,neutral
 ahhh I`m drinking some too!! And bride wars is really good,0.9848092,positive
 im missin out on all the fun aww  *cryin* lol,0.41884252,negative
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",0.74913806,positive
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",0.8829983,neutral
COTTIN WITH EMILYYYYYYYY,0.5756794,neutral
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,0.841075,negative
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,0.66357756,negative
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,0.5783193,negative
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,0.5426648,positive
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,0.90058947,negative
Going to get a pedicure and the to CPK for lunch,0.88072777,neutral
Why did everyone seem to leave me this weekend  ....sigh. In bed,0.79087067,negative
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,0.96260965,positive
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",0.88277054,negative
At the bus stop there`s always a big pile of loogies. So. Gross.,0.9513236,negative
 well keep me posted if it comes out fully thanks,0.7469312,positive
happy Star Wars day,0.9754867,positive
"Thanks all for coming out tonight, hope ya had fun!",0.988886,positive
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,0.924377,negative
things are looking better and better! i think i might be quite happy,0.9902901,positive
Had fun at the Airshow with the boys today - exhausted,0.98523664,positive
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,0.95797175,negative
one of my cat`s is sick,0.9073729,negative
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",0.6407095,neutral
I can`t find my camera,0.77607006,negative
i think that i`m the only 1 on!!!,0.6252185,neutral
is feelin it,0.73537457,neutral
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",0.6777132,positive
 rofl. room is too small to dance,0.65634274,negative
@_mmmichelle you`re in france?!?! cheri!,0.7900405,neutral
 that made me cry  poor hollie ****,0.8969954,negative
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",0.5440037,neutral
really annoyed that work appear to have blocked facebook now...,0.9057129,negative
Mothers Day,0.66900265,neutral
_ PrintChick thx for sharen LUV IT,0.9783382,positive
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),0.62550926,positive
Ha! I think I really have lost it. Time to get ready for work.,0.6886918,negative
 hell yea its hot here  i miss cali,0.523838,positive
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,0.98377025,positive
 you writing fanfic? me read!,0.7483605,neutral
 I`m saving up for a three burner weber for next year,0.5174791,neutral
  Thanks Mr. DJ!,0.87499875,positive
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,0.9792276,negative
" ohh sorry , thats someone else`s pic  my bad",0.4941009,negative
" *hugs* Oh gosh, I`m sorry",0.4672286,neutral
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",0.8393466,negative
 why do we need to wait another year for toy story 3?!,0.6638496,negative
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",0.60344,neutral
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,0.605707,neutral
Biggest food fight/mosh pit ever and i miss it from across the school,0.775629,negative
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,0.8330539,negative
#3wordsaftersex it hurts now,0.80416644,negative
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",0.9854058,positive
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,0.7308154,positive
http://twitpic.com/4wi9p - playing with ethan. i love you baby,0.9616537,positive
 how come? i want pizza,0.47902346,neutral
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,0.9540341,negative
"At every gas station, I look for postcards for   No luck.",0.6146084,negative
ya i walked into the wall thats why i have a plaster on my neck,0.5119936,neutral
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,0.9899733,positive
Guys will go see Constance 	 logically,0.7177321,neutral
did not sleep a wink last night  X,0.81701815,negative
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,0.8461976,negative
ahh! big scary bug flying around my room!!!!!,0.7667337,negative
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",0.501922,neutral
 Happy Anoop Day to you too Monica,0.98249626,positive
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",0.90122104,negative
Happy Mothers May to my Mak   Love you always! XOXO.,0.99013805,positive
 i found out that there`s sushi with fake crab meat and it`s not good for you,0.959857,negative
is thinking about a career change,0.8941381,neutral
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",0.66007173,positive
 what sun?,0.81726843,neutral
   Well....hopefully someday soon you can get one!,0.8599192,positive
Under sooooo much stress lately,0.873574,negative
 me too. ****.,0.68788415,negative
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",0.7614472,negative
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",0.8729767,neutral
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,0.64199984,positive
JT should just be a regular on SNL,0.7465541,neutral
 #twappy http://bit.ly/D9qVk,0.8032196,neutral
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,0.6392562,negative
not at all happy...dont know what the reason is,0.93979603,negative
"_fan76 ROFL!  THAT`S my problem, only two hands",0.6133106,negative
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",0.9074239,negative
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",0.5284157,neutral
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,0.6288931,negative
I know exactly where i should be,0.6399802,neutral
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",0.6290452,neutral
 thanks to follow. have a nice rest,0.98260844,positive
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,0.986262,positive
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",0.8486276,negative
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,0.6973041,neutral
i just saw a bird slowly die right next to me,0.83536565,negative
 hahahaha where is that train? I want on! That should be a wild ride,0.94197756,positive
Love the family feud episode with the kardashians tonight,0.982748,positive
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,0.9878356,positive
Hmmm. http://www.djhero.com/ is down,0.65965074,negative
lmao...ummmm nothing...,0.60286516,neutral
_90 haha agreed  LOL,0.84590226,positive
 hello  I`m up late playing on the internet. I love you!,0.9842615,positive
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,0.81738186,neutral
Theyre sappin mah sentry! errr yea... i`m without power at home right now,0.60060555,negative
crash in Qmbol,0.74284977,neutral
 Perth Australia,0.7928411,neutral
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,0.95495015,positive
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",0.7793856,negative
Tired.....but can`t go to bed yet.....,0.60043657,negative
" You`re a night owl, too, huh?",0.8020324,neutral
 haha no kidding... I listen to them all day long bud,0.8302133,positive
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",0.6440877,positive
" Eat it, it`s good for you",0.79161906,positive
happy mothers day  esp to my mommy,0.9843612,positive
 What phone do you have -- an old rotary?,0.88692737,neutral
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",0.6980371,negative
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,0.73685753,positive
i`m done.haha. HOUSE MD marathon ulet,0.67585915,neutral
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",0.60501605,negative
 got ya - that wouldn`t be so bad tho right?,0.53169036,positive
just finish clean up my computer/guest room`s cupboard! my stuffs,0.7025197,neutral
just watched slumdog millionaire  its soo goood i love it :] but its sad!,0.9648232,positive
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",0.46949673,neutral
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,0.4635923,negative
wow its only 9:30,0.7785783,positive
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",0.54481184,negative
I hve a blister on my pinky nd it hurts soooo much!,0.95236725,negative
watching What Happens In Vegas!,0.74123245,neutral
"oh happy day!!! nice weather, smiling, happy baby and icecream later",0.99263835,positive
headed to the beach with puppy maverick hugs and much aloha,0.7498857,positive
i want to borrow an MX5 this weekend,0.704124,neutral
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,0.9567448,positive
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,0.91840386,negative
everything is spinning,0.5154528,negative
_serafina85 Its headed this way,0.88093364,neutral
 the DS version sucks,0.9623317,negative
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,0.89123046,positive
 congratulations i am heart hacker not a computer hacker@,0.50081104,neutral
I am going to be sooooo busy today it`s not funny. i hate busy day`s,0.92293835,negative
 I still have an hour.,0.7254428,neutral
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,0.9251964,negative
" Ouch, give me a heads up so I`ll know when to duck",0.6142318,neutral
" the problem is, superstars always deliver huge files! too much energy pixels",0.69511604,negative
I just realised how much i love sundays,0.98263377,positive
Wish my headache/almost migraine would go away!,0.6984408,negative
Hairspray in hair + lighter&bong = new haircut,0.85778743,neutral
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,0.7566074,positive
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",0.46044505,neutral
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",0.72185445,positive
"a guy called me AD-HD kid earlier today, and that hurts",0.93495905,negative
im surfin..,0.8074772,neutral
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,0.538862,positive
insomniaa.  been trying to sleep for 2 hours . :|,0.5077962,negative
HAPPY MOTHERS DAY MAMMA,0.9730592,positive
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,0.5440418,neutral
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,0.8428955,positive
 Jealous I wanted see that film,0.5228377,neutral
_HK very funny,0.86109316,positive
 and its amazing  x,0.97334224,positive
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",0.7891909,positive
Chatting with matt from mercy mercedes lol.,0.6410673,neutral
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,0.9742682,negative
 they do indeed  glad to hear everything is good with you. I`m great  life is good,0.9834471,positive
Scramming a little early. Nibs sounds pathetic.,0.9239333,negative
I wash my dishes Like a boss!! LOL,0.7627847,positive
"I wish I was out of school...But sadly, I still have like another month left.",0.7497301,negative
 MAKE ME ONE! I`m still craving shrimp,0.48774165,positive
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,0.4986829,positive
is so sorry for letting her down,0.85081035,negative
 are you serious!? that bloooooows,0.6524799,negative
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,0.7627769,neutral
"DW, that was funny",0.8934594,positive
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,0.99397683,positive
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,0.80706507,negative
ooo my goddddd; vodafone trouble. no network,0.969132,negative
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",0.65575635,positive
 ur Mom just called. Guess NOT. C U @ 5,0.5147776,neutral
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),0.95672286,negative
i`m not feeling twitter at the moment,0.85953635,negative
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",0.638073,negative
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,0.6262558,positive
I hate when you cant sleep,0.95312345,negative
 Edgefest!  or maybe  since you`re driving...,0.6762794,neutral
" Here`s some healing/sleep energy, sweetie!",0.7622833,positive
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,0.85452163,positive
 Sorry bro  That`s rough.,0.6012182,negative
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,0.98433137,positive
" GRR. we are only allowed gas grills where i live, it sucks.",0.953586,negative
 Oh no....Sorry to hear that ....,0.8008527,negative
 That`s love.,0.75044703,positive
" its definitely coming, hope ur ready!",0.9160208,positive
i have so much homework  i think i am going to hide in a corner and cry.,0.8921371,negative
Sad that david is leaving tomoro. for a week.,0.84533274,negative
 a pleasure Bojan,0.9442605,positive
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,0.59370935,negative
" That sounds good, too!",0.9840015,positive
_xo Today yeah,0.60918504,neutral
It would be that Dover race that they played on Classic.,0.91784704,neutral
Humidity is NOT my friend! Just ask my hair,0.9597945,negative
 I`m going to Vegas this summer,0.59607005,neutral
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,0.8627792,negative
Kicking like crazy.,0.5767453,neutral
 http://twitpic.com/5ut6j - Poor Thing,0.71153957,neutral
"home, don`t feel like going to work tomorrow",0.5173127,neutral
Day is going well so far. Meeting until 4 though.,0.93780106,positive
 thank u sweetie! Can`t wait to set sail with u next week,0.9912145,positive
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,0.8101679,positive
the weather is good mmm what to do today??? shame working tomorrow,0.9524372,positive
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",0.9788906,positive
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",0.47335938,neutral
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,0.52695394,neutral
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",0.66940045,negative
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",0.8161575,negative
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,0.760449,positive
But why do I have to spend it in the office,0.7259963,negative
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,0.99342513,positive
" I can`t, I have an exam on wednesday",0.7208116,negative
 today was my first day,0.81883395,neutral
"Need to get an adjustment, neck is all out of whack",0.94534516,negative
Omg Cliff Richard songs in my mind? Just why  lol,0.4719391,positive
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",0.6158785,negative
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),0.5466302,neutral
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,0.97062063,positive
****`m transtelecom,0.86503625,neutral
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,0.8640941,positive
Last time we`ll get tacos like this.,0.7038096,neutral
 have you seen the game on the website?! awesomness!!! go on msn!,0.97012514,positive
 where?  U magazine?,0.7332948,neutral
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",0.9611685,positive
  Great! I`m glad you enjoy them  I hope you have a GREAT day,0.9899092,positive
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,0.84118354,positive
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",0.49413455,neutral
 good morning! Got to be afternoon in Germany,0.92791295,positive
Getting stressed over a sortie tomorrow. And like I am really really stress..,0.8352442,negative
"Bread in the oven, room cleaned... almost done with the things on the list for today",0.6400547,positive
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,0.992214,positive
stuck here  ~*Lady*~,0.5151184,neutral
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",0.57230514,negative
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,0.7147558,positive
live chat soooon most likely.,0.8764531,neutral
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",0.5927137,neutral
_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,0.76919186,neutral
" It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",0.76700896,positive
About 60 again todayy yayy!!!,0.94327885,positive
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,0.68764526,negative
in school w. linda doing nothing  ;i miss you,0.45212355,neutral
Its weird being at the guy`s house without them here. I don`t like it,0.93114054,negative
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,0.67076284,negative
 I didn`t even get a chance to shop @ Aldi!,0.6963071,negative
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",0.97915983,positive
"I forgot, Happy Mom`s day.",0.9279209,positive
In a really Good mood for absolutely no reason  tee her,0.90440404,positive
Hmm I guess where the world is headed 2day....Lets make predictions,0.7863224,neutral
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,0.9289923,negative
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,0.9882222,positive
 my baby shut me down,0.49617985,neutral
 i can still read `em...,0.6490737,neutral
ah midday - great time for breakfast,0.94126076,positive
 Wish I could go. Gotta work.,0.4748128,neutral
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,0.5479495,positive
I`m back from my first 5K running race   And still alive!,0.88993424,positive
 curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,0.820065,negative
"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",0.78820336,negative
 have fun,0.9537257,positive
At the wedding reception. Having more fun than I thought,0.9754705,positive
"Just noticed the new sidebar on twitter.com, looks nice",0.98532605,positive
